image_path,food_name,MatchedRecipe,Ingredients,Instructions,PrepTimeInMins,CookTimeInMins,PackingTimeInMins,Diet,Course,Calories (kcal),Protein (g),Carbs (g),Fat (g)
organized_food/kofta/40a3b7432b.jpg,kofta,Suran Kofta Curry Recipe - Yam Kofta Curry,"2 cups Elephant yam (Suran/Senai/Ratalu) - washed,¼ cup Gram flour (besan),1 Green Chilli - finely chopped,Salt - as per your taste,1 inch Ginger - finely chopped,3 Tomatoes - finely chopped,1 inch Ginger - finely chopped,1 Green Chilli - finely chopped,¼ cup Mint Leaves (Pudina) - washed,Salt - to taste,1 teaspoon Garam masala powder,2 teaspoons Cumin powder (Jeera),1 pinch Sugar","To begin making the Suran Kofta Curry Recipe, prepare all the ingredients for the kofta and keep them aside.We will begin with making the curry for the Suran kofta.Curry Base For Suran KoftaIn a  mixer jar, combine tomatoes, ginger, green chilli, and pudina leaves and grind to a fine puree along with some water.Heat a kadai on medium flame, add jeera. Once the jeera starts to crackle, add tomato puree and stir the tomato puree for a couple of minutes.To this, add the dry masalas - cumin powder, garam masala powder, salt and a pinch of sugar.  Bring the tomato puree masala to a boil, turn the the heat to low and simmer the tomato kofta curry for 4 to 5 minutes until the raw taste goes away and feels cooked.Once the tomato kofta curry is cooked, turn off the heat and keep aside. Check the salt and spices and adjust to taste. The gravy of the Suran Kofta Curry recipe is ready.For the Suran KoftaWash and peel the yam/ suran, dice and set aside.In a pressure cooker, place the diced yam, 1/4 cup of water and pressure cook for 4 whistles and turn off the heat. Let the pressure release naturally.  Open the cooker, drain the water, and transfer the yam/ suran into a mixing bowl and mash the suran to a smooth mixture using a potato masher.Into the mashed suran, add the besan, green chilli & ginger and salt. Bring the suran kofta mixture together. Check the salt and adjust the taste accordingly. Shape the kofta mixture into small balls.Place a paniyaram pan on heat. Add a little oil in each of the cavities. Once the oil has heated, place the suran kofta into the cavities and pan fry them until it is golden and crisp on all sides. Flip it upside down and continue to cook until done. Once the suran koftas turn golden brown and look crisp they are done. The koftas are ready. Add these Suran koftas in to the prepared kofta curry and let them sit for at least 5 minutes before serving. Serve the Suran Kofta Curry Recipe with Tawa Paratha Recipe (Plain Paratha) and Papad Raita Recipe for a delicious Saturday night dinner.",20,20,5,No Onion No Garlic (Sattvic),Main Course,200,8.0,15.0,12.0
organized_food/kuzhi_paniyaram/8b336dc90e.jpg,kuzhi_paniyaram,Paneer Stuffed Kuzhi Paniyaram Recipe,"1 cup Idli Dosa Batter,10 - 12 Onions - finely chopped (sambar onions),1 Coriander (Dhania) Leaves - small bunch,1/2 cup Paneer (Homemade Cottage Cheese) - grated,1 Onion - finely chopped,1 Tomato - finely chopped,1 inch Ginger - grated,1/2 teaspoon Cumin seeds (Jeera),2 Green Chillies - finely chopped,1/2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),2 tablespoon Sunflower Oil,Salt - to taste","To begin making the Paneer Stuffed Kuzhi Paniyaram, first prepare the idli dosa batter. Click here to see how to prepare idli dosa batter.To prepare the paneer filling heat oil in a pan over medium heat. Add cumin seeds and wait till they crackle. Next add the chopped onions and green chilies. Saute till onions turn soft and light pink in color.Add the grated ginger along with chopped tomato and cook until they turn soft. Now add the spice powders, red chili powder, turmeric powder, salt and stir to combine.Finally add the grated paneer and stir to combine. Check the salt and spice levels and adjust to suit your taste. Transfer paneer filling to a bowl and set aside to cool down. To the Idli Dosa batter add finely chopped onions, coriander leaves and combine well. Check the salt in the dosa batter and adjust to suit your taste.Heat the paniyaram pan over medium heat. Put a few drops of oil in each cavity of the pan, so that the batter does not stick to the pan. Pour a spoonful of the batter into each cavity until they are half filled.Add a teaspoon of paneer filling over the layer of idli dosa batter. Cover the paneer layer with another layer of idli dosa batter. Cover the pan let the paniyaram cook on medium heat, for about 7 to 10 minutes.You will notice the top is steamed. When the top looks cooked, turn the paniyaram with help of a small spoon. Allow it to cook uncovered for another couple of minutes until both sides are crisp.Remove from the heat and follow the same procedure with the rest of batter. The paneer stuffed paniyarams are now ready to be served.Serve Paneer Stuffed Kuzhi Paniyaram with Coconut Chutney or Tomato Chutney for breakfast, as a tea time snack or even for a weeknight dinner.",10,30,5,Vegetarian,South Indian Breakfast,180,4.0,30.0,5.0
organized_food/lassi/11cfad4389.jpg,lassi,Rose Lassi Recipe,"2 cups Curd (Dahi / Yogurt),1 cup Chilled water,3 tablespoons Sugar,2 tablespoons Rose syrup,Ice cubes - a few,Pistachios - a few","To begin making the Rose Lassi Recipe, into the Preethi Zodiac blender tall jar add the yogurt, chilled water, rose syrup, sugar and a few ice cubes. Turn on the puree mode and blend to make a smooth lassi.Check sugar and add more if required.Transfer the Rose Lassi into serving glass and sprinkle chopped pistachios on the top and serve chilled. Serve Rose Lassi during the Holi festival or any special occasion with Mirchi Bajji and Matar Samosa Chaat to your friends and family.",5,10,5,Vegetarian,Snack,90,3.0,12.0,3.0
organized_food/ledikeni/8dea9b6338.jpg,ledikeni,Arabian Chicken Mandi Recipe -Yemeni Style Rice & Chicken,"500 grams Chicken - with bones,1 Onion - finely chopped,1 Tomato,3 Green Chillies,1 tablespoon Ginger Garlic Paste,3 Bay leaves (tej patta),1 teaspoon Ghee,2 Cardamom (Elaichi) Pods/Seeds,2 Cloves (Laung),2 inch Cinnamon Stick (Dalchini),1 teaspoon Whole Black Peppercorns,2 tablespoons Extra Virgin Olive Oil,2 tablespoons Butter - softened,Salt - to taste,2 cups Basmati rice,4 cups Water,1 tablespoon Cardamom (Elaichi) Pods/Seeds,1 tablespoon Cloves (Laung),1/2 tablespoon Whole Black Peppercorns,1/2 teaspoon Nutmeg powder,1/2 tablespoon Dry ginger powder,2 Bay leaves (tej patta)","To begin making the Arabian Chicken Mandi recipe, firstly we will prepare the Mandi spice powder.For mandi spice powderTo make the Mandi spice powder, dry roast the cardamom pods, cloves, black pepper, nutmeg dry ginger powder and bay leaves in a on on medium heat for 4-6 minutes.Turn off the heat, and allow it to cool. Transfer the spices in a mixer jar, and grind into a fine powder using a mixer grinder. For the ChickenHeat a large saucepan on medium heat and add oil.Once the oil is hot, add finely chopped onion and sauté till translucent . This will take about 2-3 minutes. To the softened onions,  add the ginger paste and garlic paste and sauté till the raw smell goes away. Next, add bay leaves, cinnamon, cardamom, cloves and black pepper and mix everything well.In a mixer jar combine, tomato and green chillies and grind into a puree and add it to the pan.When the oil starts to separate, add the chicken and mix. Add 4 cups of water and the Mandi spice powder according to your taste.   Mix, cover and let it cook for about 15 minutes. After 15 minutes, turn off the heat. We will furthermore bake the chicken, to get a crispy skin. In a small mixing bowl, add soft butter and Mandi spice powder and some salt, mix well and keep aside. Preheat the oven to 200 degrees centigrade. Remove the chicken from the stock and place it  onto a baking tray and brush with butter and mandi spice powder mixture. Bake for 20 to 25 minutes or until the skin of the chicken turns to a nice golden brown colour.For the riceWash and soak basmati rice for at least 20 minutes.Heat olive oil in a large pan on medium heat, and fry the drained rice, stirring continuously for about 10 to 15 minutes. Add this pan roasted rice to the chicken stock. Now slide a large piece of aluminium foil on top of the saucepan and then cover it with the lid. Cook the rice on medium low flame for about 10 minutes.Remove the lid and check if there is any trace of water left. If water is left, then cover and cook for another 3 to 5 minutes. Now fluff the rice with a fork .Take ghee in a small bowl and place it in the middle of the rice.Heat a piece of charcoal on direct flame until it is sred hot, this will take about 5 minutes.Once the charcoal is burning hot, place it in the bowl of ghee that is in the rice. Immediately slide back the aluminium foil and secure with lid.Open it only at the time of serving, as it gives a nice smokey flavor to the rice. To serve, spread rice onto a large serving tray and place a piece of baked chicken on the top.Serve Arabian Chicken Mandi with Raw Mango raita and Pickled onions for a delicious weeknight dinner.",30,90,5,Non Vegeterian,Lunch,280,5.0,50.0,7.0
organized_food/litti_chokha/9e97287384.jpg,litti_chokha,Traditional Bihari Litti Chokha Recipe,"3-1/2 cups Whole Wheat Flour,3/4 cup Ghee,1/3 teaspoon Baking soda,2 tablespoons Curd (Dahi / Yogurt),1/2 teaspoon Ajwain (Carom seeds),1 teaspoon Salt - to taste,Lukewarm Water - to knead the flour,1-1/2 cups Roasted Gram Flour (Sattu Ka Atta),1 inch Ginger - grated,2 cloves Garlic - grated,2 Green Chillies - finely chopped,Coriander (Dhania) Leaves - a small bunch finely chopped,1/2 teaspoon Ajwain (Carom seeds),1/2 teaspoon Kalonji (Onion Nigella Seeds),1/2 teaspoon Fennel seeds (Saunf) - pounded,1 tablespoon Mustard oil,Salt - to taste,1 teaspoon Lemon juice","To begin making the Traditional Bihari Litti Chokha Recipe, we will first get all the ingredients ready and keep it by the aside. In a large mixing bowl, sieve flour, salt and baking soda in a large bowl. Add ajwain and ghee and mix everything well until you get coarse crumbs. Add warm water little at a time and knead to make a firm dough and smooth dough. Cover the dough in a wet muslin cloth and keep aside for 20 minutes.While the dough is resting, we will prepare the filling (pitti)In a large mixing bowl, mix sattu, ajwain, kalonji, fennel seeds, mustard oil, grated ginger, garlic, green chilies, coriander, salt and lemon juice. Stir well to combine all the ingredients. Check the salt and spices and adjust to suit your taste. If you find the mixture too dry, add a little water to make a lumpy mix (which is still dry and not completely wet).Keep this pitti mixture aside.The final step is to make the Litti. Place the rested dough on a flat counter and knead again for 5 minutes. Make small lemon sized balls from the dough and roll it like pooris. Hold the poori between your palm and fill 1 large tablespoon of pitti-sattu filling mixture into the dough.Gather the sides of the poori and bring them together on top and seal the ball. Press the ball gently to flatten it.Proceed to make Litti balls the similar way and arrange them on a greased baking sheet. Brush the litti with ghee, so the tops get crisp while baking.Preheat the oven to 180 C. Once the oven is preheated, place place the litti tray on the middle rack and bake the littis till golden in color. Different ovens have different heating times - it an take anywhere between 20 to 30 minutes to bake and turn golden completely.Once baked, remove the Litti from the oven and allow them to cool a bit before serving. Serve the Litti Chokha along with Aloo Choka and Baingan (Choka) Bharta, Yogurt & Pickled Green Chilies for lunch or dinner.",45,60,5,Vegetarian,Lunch,210,7.0,40.0,4.0
organized_food/lyangcha/76f55ad3ea.jpg,lyangcha,Bengali Langcha Recipe With Mawa,"1/2 cup Milk,1 tablespoon Sooji (Semolina/ Rava),1 cup Milk Powder,1/2 cup All Purpose Flour (Maida),1/8 teaspoon Baking soda,1 tablespoon Caster Sugar,2 cups Sugar,2-1/2 cups Water,1 teaspoon Cardamom Powder (Elaichi),1 teaspoon Pistachios - chopped,Ghee - or Vegetable oil","Making dough for langcha:To begin making Bengali Langcha Recipe With Mawa, first start by making dough for langcha. Take a bowl add milk powder, all purpose flour, semolina, baking powder, whole milk( pouring small milk at a time) and make a soft dough.Cover it with damp cloth and keep aside for 10 minutes. After 10 minutes add 1 pinch of food color(optional)and powder sugar mix it well. Rest it for another 5 to 10 minutes.Wet your hands. Take small amount of dough and pressing by hands give it a  oblong shape like langcha.Keep the size of sweets small from your desire size, it will puff up after frying.Making sugar syrup:When the dough is resting let's make the sugar syrup . In a big pan add sugar and water (1:1.25 ratio), boil until sugar dissolves completely. Add a pinch of cardamom powder and mix well. Keep aside.Frying Langcha:In a deep frying pan, heat vegetable oil or ghee. Then slowly add lanchas not crowded much and fry it until brown in low flame. If flame is high then langcha will take color easily but not cook from inside.Take out fried langcha and place it on a paper towel.Warm up the sugar syrup. Add fried langcha slowly in hot sugar syrup. Let them soak for 3-4 hours, then serve. Serve it hot or refrigerate for 1 hour then serve, as per your wish.Serve Bengali Langcha Recipe With Mawa as a dessert along with a meal of Steamed rice, Kanchakalar Khosha Bata, Bengali Posto Porota Recipe (Spiced Poppy Seed Parathas), Bengali Style Cholar Dal Recipe and Posto Pabda (Bengali Fish Curry In Poppy Seeds Paste)",20,30,5,Vegetarian,Dessert,280,5.0,50.0,7.0
organized_food/maach_jhol/11ca696aa7.jpg,maach_jhol,Maa Ki Dal Recipe,"1 cup black urad dal, 1 tbsp rajma, 4 tomatoes, 1 inch ginger, 1 tbsp ghee, 1 tsp cumin, 1 tsp Kashmiri red chilli - dry, 1 tbsp coriander powder, 1/2 tsp garam masala powder","To make Maa dal, first wash the dal and kidney beans 2 to 3 times. Now soak them in water for 8 hours. You can also soak this for 24 hours. Now put 5 cups of water and some salt in a pan and keep it to boil. Add lentils and kidney beans to it and cook until soft. This will take at least 2 to 3 hours of work. If you are in a hurry, you can also cook dal and rajma in a pressure cooker. After cooking, add tomato and ginger to the dal and let it cook for 2 minutes. Now mash the lentils and tomatoes and let it cook for 3 to 4 minutes more. Heat ghee in a tadka pan. Add cumin seeds to it and cook till it turns light brown. Now add dry red chilli, coriander powder, garam masala powder and cook for 1 minute. Take care that the masala does not burn. Add this tempering to the dal, mix, reduce the flame and let it cook for 10 to 15 minutes. Serve. Serve Maa ki Dal with brinjal bharta, boondi raita and phulka for lunch.",10,150,5,High Protein Vegetarian,Dinner,120,18.0,2.0,5.0
organized_food/makki_di_roti_sarson_da_saag/16ffa15823.jpg,makki_di_roti_sarson_da_saag,Sarson Ka Saag (Recipe In Hindi),"500 grams mustard - wash and chop, 250 grams spinach - wash and chop, 250 grams bathua - wash and chop, 2 inches ginger - grate, 3 cloves of garlic - chop finely, 1 onion - thinly chop, 3 green chillies - cut from the middle, 1/2 tsp turmeric powder, 1/4 tsp cinnamon powder, 1 tsp cumin powder, salt - as per taste, 1 tsp oil, 200 grams Paneer – chop","To make Sarson Ka Saag, first wash mustard, spinach and bathua and cook them in a cooker with water and salt. Cook for 1 whistle. Keep the cooker under water and release the pressure. Let it cool. Add these vegetables and make puree or mash them. Now heat oil in a pan. Add ginger, garlic, onion and green chilli in it. Cook until onion becomes soft. After the onion becomes soft, add green vegetable puree, turmeric powder, cinnamon powder and cumin powder. Cook for 7 to 8 minutes and turn off the gas. Serve sarson ka saag with makki ki roti and masala buttermilk.",25,30,5,High Protein Vegetarian,Side Dish,140,4.0,15.0,7.0
organized_food/malapua/3f3401c087.jpg,malapua,Shakarkandi Malpua Recipe - Mishti Aloo Malpua Recipe,"2 Sweet Potatoes - boiled,1 cup Milk Powder,1/2 cup All Purpose Flour (Maida),1 tablespoon Sugar,2 tablespoon Sooji (Semolina/ Rava),1 teaspoon Fennel seeds (Saunf),1 teaspoon Cardamom Powder (Elaichi),1 cup Sugar,1 cup Water,1 teaspoon Rose water,Sunflower Oil - or ghee,Pistachios - chopped","To begin making the Shakarkandi Malpua recipe, first we need to peel and boil the sweet potato. After it gets cold, mash the sweet potato with a masher or with hand. In a big bowl, add mashed potato, milk powder, all purpose flour, sugar, sooji, fennel seeds, cardamom powder and make a smooth thick batter, thicker than normal malpua batter, otherwise it will break while frying.  Add more milk if necessary. Rest it for 20 minutes.Meanwhile make the sugar syrup. In a saucepan, add 1 cup sugar with 1 cup of water and let it boil until sugar dissolved completely. After the sugar dissolves, give it a stir and boil for more 5 minutes.After 5 minutes, add rose water and give it a stir.Heat oil in a frying pan and add 1 ladle full of Shakarkandi Malpua batter giving it a round shape.Let the Shakarkandi Malpua fry one side then flip another side to prevent breaking.After the malpua turns light brown from both the sides, take out and dip in sugar syrup.Dip the Shakarkandi Malpua in sugar syrup for 5 minutes then transfer into another bowl. Make the other malpuas following the same process. Place the Shakarkandi Malpua in a serving bowl and top it with chopped pistachios on top. These malpuas can be stored in freezer for 5 days. Whenever you want to eat, you can heat it and serve. Serve Shakarkandi Malpua Recipe as a dessert on a special ocassion after a soulful meal of Jaipuri Aloo Pyaaz Ki Sabzi, Ajwain Puri, Kale Chane Ki Sabzi, Boondi Raita and Satvik Carrot Sprout Salad.",30,40,5,Vegetarian,Dessert,350,4.0,50.0,15.0
organized_food/misi_roti/8aa5c06d27.jpg,misi_roti,Methi Missi Roti Recipe,"1-1/2 cups Gram flour (besan),1/2 Whole Wheat Flour,1 cup Methi Leaves (Fenugreek Leaves) - washed,2 Green Chillies - finely chopped,1 Onion - finely chopped,1 inch Ginger - grated,1 teaspoon Turmeric powder (Haldi),1/2 teaspoon Whole Black Peppercorns - coarsely pounded,1/2 teaspoon Black Salt (Kala Namak),Salt - to taste,Sunflower Oil - or ghee for smearing","To begin making the Missi Roti Recipe, combine all the ingredients together in a large bowl. Add a little water at a time and knead to make a firm and smooth dough.Once the dough has come together, drizzle a little oil over the dough and knead to make it smooth and soft.Cover the dough and allow it to rest for at least 15 minutes.Divide the dough into 10 equal portions and shape into balls. Dust in a little flour and roll out each portion of dough into a 4-inch diameter circle.Place the missi roti dough on a preheated iron skillet and cook on both sides using a little oil or ghee. Cook until lightly browned and cooked through. The missi roti will be little crisp from the outside and yet soft inside.Proceed the same way with the remaining dough portions.Serve it hot along with butter and jaggery, accompanied with Sev usal or Palak Makhana Recipe.",10,25,5,Vegetarian,Side Dish,250,10.0,45.0,4.0
organized_food/misti_doi/4f3f4bc00f.jpg,misti_doi,Sindhi Tidali Dal Recipe,"1/2 cup Chana dal (Bengal Gram Dal),1/2 cup Green Moong Dal (Split),1/4 cup White Urad Dal (Split),Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1 Green Chilli - finely chopped,2 Tomatoes - finely chopped,1 inch Ginger - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),1 Asafoetida (hing) - a pinch,5 cloves Garlic - finely chopped,1/2 teaspoon Red Chilli powder","To begin making the Sindhi Tidali Dal Recipe,  wash the chana dal, split green moong dal and urad dal a couple of times and soak them together in a bowl for about 2 hours. In a pressure cooker, add the soaked and drained dals, salt to taste, turmeric powder, green chilli, tomatoes, and ginger. Add about 3 cups of water and pressure cook for 4 whistles, and turn off the heat. Allow the pressure to release naturally, then open the lid of the pressure cooker and lightly mash the dals.To make the tadka for the Tidali Dal Heat a tadka pan with ghee on medium heat. Once the ghee is hot, add in the cumin seeds and asafoetida, allow it to sizzle. Once the cumin seeds have crackled add the garlic and continue to cook until it turns into a deep brown colour. Once we have achieved the deep brown colour of the garlic, turn off the heat and add red chilli powder and mix well. Pour this tadka over the cooked tidali dal along with the coriander leaves and mix well. Transfer the Sindhi Tidali Dal into a serving bowl and serve hot.Serve Sindhi Tidali Dal Recipe along with Phulka, Sindhi Karela Jo Bhaji Recipe - Sindhi Style Bitter Gourd Sabzi, and Pickled Onions for a simple weekday lunch.",119,30,5,High Protein Vegetarian,Main Course,170,4.0,25.0,6.0
organized_food/modak/5c636c5ce0.jpg,modak,Dry Fruit & Nut Modak Recipe,"3/4 cup Dates - (deseeded),6 Dried Figs - finely chopped,1/4 cup Badam (Almond),1/4 cup Pistachios,2 teaspoon Cashew nuts,1 pinch Cardamom Powder (Elaichi),1 teaspoon Poppy seeds - slightly roasted,4 tablespoons Ghee","To begin making Dry Fruit & Nut Modak Recipe, in a kadai, dry roast the almonds, pistachios & cashew nuts on a low heat. Once they are a bit roasted and the brown spots begin to appear, switch off, transfer them to a plate and allow them to cool.In a mixer grinder or a food processor, make them into a fine powder once they are cooled.Roughly chop the dates and add them along with the finely chopped figs into the same pan with a little ghee.On a low heat, fry them continuously for about 8-10 minutes until dates and fig turn thick and crisp. Switch off heat & let the dates-fig mixture cool down.Grind the mixture into a smooth paste when it cools.Transfer the contents to the kadai once again and add the dry fruits and nuts powder, pan roasted poppy seeds & cardamom powder to the date & ghee mixture.Fry for 3-4 minutes until all the dry fruits come together as a lump. This is a ghee rich recipe and you may add more ghee to help it make a lump. Switch off and start making the modaks. You will have to work on making the modaks when the dry fruit mixture is warm, since the dry fruits and nuts tends to fall in crumbles once completely cooled.Add enough of the dry fruits mixture into the modak mould, press for a few seconds and release the mould with care, & prepare the modaks. The above quantity of ingredients will make 8 modaks of the size about 2 inches.Dry Fruit & Nut Modak Recipe is a festive sweet recipe and also can be served for an after school snack for kids, along with a Chaat Style Mashed Potato Toasted Sandwich Recipe and Chocolate & Orange Smoothie with Pea Protein Recipe.",30,10,5,Vegetarian,Dessert,250,3.0,50.0,5.0
organized_food/mysore_pak/2f6b53cb64.jpg,mysore_pak,Mysore Rasam Recipe,"1/2 cup Arhar dal (Split Toor Dal) - cooked,2 Tomatoes - roughly chopped,20 grams Tamarind - lemon sized,1 teaspoon Jaggery,1 Green Chilli - slit,1 sprig Curry leaves,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),2 teaspoons Ghee,Salt - Salt for taste,2 teaspoons Chana dal (Bengal Gram Dal),2 teaspoons Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Black pepper powder,2 Kashmiri dry red chillies,1/4 cup Fresh coconut - grated","To begin making Mysore Rasam, wash and pressure cook tur dal for 3 whistles. Allow the pressure to release naturally, mash dal and keep aside.Add a little lukewarm water to the tamarind, and extract 1 cup pulp. Keep aside.To make the mysore rasam powder, dry roast all the ingredients - chana dal, coriander seeds, cumin seeds, black pepper powder, Kashmiri dry red chillies on a low heat until the chana dal turns golden and spices starts releasing their aroma.To this add the grated coconut and dry roast until it turns a bit brown. Cool this mixture and make a fine powder using a mixer grinder. Keep aside.Take a sauce pan, add the mashed tur dal, tamarind pulp, chopped tomatoes, slit chillies, 2 cups water and simmer until the tomatoes are well cooked and mushy.To this add the prepared rasam powder, jaggery, season with salt and bring it to the rolling boil and switch off the heat.Now to prepare the tadka/tempering, heat ghee in a small tadka pan add the mustard seeds, asafoetida, curry leaves, once it sputters add this tempering to the prepared rasam.Garnish the rasam with coriander leaves. Serve Mysore Rasam along with Steamed Rice, Beetroot Palya, Salad and Papad for a delicious Karnataka meal for a weekday lunch.",10,5,5,Vegetarian,Lunch,540,5.0,50.0,35.0
organized_food/naan/1c1b648e34.jpg,naan,Spicy Aloo Naan Recipe,"2 cups All Purpose Flour (Maida),2 teaspoons Active dry yeast,1/4 cup Curd (Dahi / Yogurt),2 teaspoon Sugar,2 teaspoons Sunflower Oil,Salt - to taste,3 Potatoes (Aloo) - boiled and mashed,1 Onion - finely chopped,2 Green Chillies - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,Coriander (Dhania) Leaves - few,1/2 teaspoon Amchur (Dry Mango Powder),Salt - to taste,2 cloves Garlic - finely chopped","To begin making the Spicy Aloo Naan Recipe, in a large bowl add the cups of flour all the ingredients for the dough and adding little water at a time knead to make a firm and smooth dough.Grease the dough with a little oil on the top and allow it to rest covered in a warm place until it doubles in volume.Once the naan dough has doubled, punch down the dough, knead for a minute and divide into 5 to 6 portions.The next step is to make the spicy aloo masala for the naan.In a large mixing bowl, add the mashed potatoes and the remaining ingredients and stir well to combine. Check the salt and adjust to suit your taste.Take a portion of the naan dough, dust it in flour and roll it into a 2 inch diameter circle. Place a spoonful of the spicy aloo masala and cover the filling by pulling the dough over it. Dust it with flour and gently roll to make a bigger oval. Brush the stuffed aloo naan with oil and sprinkle garlic on the top. Place it on a greased baking sheet. Proceed the same way with the remaining portions of the dough and potato filling.Preheat the oven to 200 C for 15 minutes. Bake the Spicy Aloo Naan in the preheated oven for about 10 minutes until puffed up and golden in color.Once done, remove from the oven brush some butter on the top and serve. Serve the Spicy Aloo Naan as an appetizer for your parties or along with Paneer Makhani for a weeknight dinner.",70,10,5,Vegetarian,Lunch,275,8.5,50.0,4.5
organized_food/navrattan_korma/19e421c5c3.jpg,navrattan_korma,Navratan Korma Recipe,"5 Cashew nuts,5 Badam (Almond),1 tablespoon Melon seeds,1 Onion - finely chopped,1 Tomato - chopped,1-1/2 cup Mixed vegetables - (potato,1/2 tablespoon Ginger Garlic Paste,3/4 cup Coconut milk,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 teaspoon Garam masala powder,Salt - to taste,2 tablespoons Ghee - or oil,2-3 tablespoons Anardana Powder (Pomegranate Seed Powder) - Seeds,1 tablespoon Cashew nuts,1 tablespoon Raisins,1 tablespoon Ghee","To begin with Navratan Korma, soak cashew, almond and melon seeds in water for 30 minutes to prepare a paste. Drain the water completely.Peel off the almond skin and blend all in a mixer to smooth paste adding a little water. Keep it aside.Heat 2 tablespoons ghee or oil in a pan or a kadhai. Add chopped onions and saute a while. Next, add ginger-garlic paste and stir well.Add tomato and give a stir. Add turmeric powder, chilli powder and coriander powder and mix well everything. Add ground paste and 1/4 cup water.Cook it uncovered for 2 mins and add mixed vegetables and 1 cup water. Cook it covered on low-medium flame for 10-15 minutes.Add coconut milk, garam masala and salt to taste. Mix well everything and cook again for another 10 minutes.Meanwhile, roast cashew and raisin in ghee and add this to the korma. Garnish with pomegranate seeds and your dish is ready to be served.Serve Navratan Korma with Whole Wheat Lachha Parathas and Mushroom Pulav for a delicious lunch or dinner.",15,50,5,Vegetarian,Lunch,160,4.0,12.0,11.0
organized_food/palak_paneer/3a1d0c68e9.jpg,palak_paneer,Palak Paneer Recipe,"250 grams paneer - chop, 500 grams spinach - wash and chop, 1 tomato - puree, 2 cloves garlic - grate, 2 inches ginger - grate, 2 green chillies - cut straight, 1/2 tsp cumin, 1/4 tsp cinnamon powder, 1 tsp cumin powder, 1/4 tsp turmeric powder, 1 tsp garam masala powder, 2 tbsp cream, 1 tbsp butter, salt - as per taste.","To make Palak Paneer recipe, first wash the spinach thoroughly. After washing, cut it and keep it separately. Heat water in a saucepan. After boiling, add spinach to it and turn off the gas. Let the spinach remain in hot water for 2 to 3 minutes. Remove the spinach and let it cool. Now put each of these in a mixer grinder and grind them to make a puree. Now heat butter in a pan. Add cumin, ginger, garlic, green chillies and cook for 1 minute. Now add tomato puree, turmeric powder and cook for 2 to 3 minutes. After 2 to 3 minutes add crushed spinach, cumin powder, garam masala powder, cinnamon powder, salt, mix and cook for 5 minutes. After 5 minutes add cream, cheese pieces and let it boil. Once it starts boiling, turn off the gas and serve.  Serve Palak Paneer Recipe with Dal Tadka, Boondi Raita, Jeera Rice and Phulka for your dinner.",20,40,5,High Protein Vegetarian,Dinner,180,10.0,7.0,13.0
organized_food/paneer_butter_masala/1da77e4b3d.jpg,paneer_butter_masala,Paneer Butter Masala Recipe,"200 gram Paneer (Homemade Cottage Cheese) - cut into cubes,3 Tomatoes - pureed,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Garam masala powder,1/4 cup Fresh cream,2 tablespoons Butter,Salt - to taste,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1 Onion,1 inch Ginger - peeled,6 cloves Garlic,2 tablespoon Cashew nuts","To begin making the Paneer Butter Masala, in a mixer grind the ingredients mentioned under 'to be ground into paste' like the onion, ginger, garlic and cashew nuts in to a smooth consistency using little water. Transfer to a bowl and set aside till required. Heat the butter in a  pan over medium heat. Add the onion paste and saute over medium heat till it is light brown in color and the oil starts separating from the masala. Add the red chili powder and tomato puree, saute once again few more minutes over medium heat. As the masala gets roasted it will change color to bright red.Once the masala gets well roasted, add the cumin powder, garam masala along with 1 cup of water. Stir to combine and let the butter masala gravy simmer for 10 to 15 minutes over medium heat or till it thickens. Once the butter masala thickens add the cream, salt and paneer to it. Stir to combine and simmer for next 5 - 10 minutes and allow the paneer to absorb the flavor of the gravy. If the Paneer Butter Masala still seems little bit runny let it simmer for few more minutes. Turn off the heat. Sprinkle crushed kasuri methi over the Paneer Butter Masala and stir to combine. Serve Paneer Butter Masala hot with Naan, Kulchas or Tawa Paratha for the Punjabi style dinner.",20,40,5,Vegetarian,Lunch,225,11.5,9.5,18.2
